ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	ledger1_disposition	replacement_owner
"MVDM-HOST-ZERO1-000514"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|247"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_cpu.c"	"3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f"	"247"	"initNtCpuRegInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000515"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|265"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_cpu.c"	"3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f"	"265"	"InitNtCpuInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef ALPHA | #else /* ALPHA */ | #endif /* ALPHA */ | #ifndef PROD | #endif | #ifdef ALPHA | #else /* ALPHA */ | #endif /* ALPHA */ | #ifndef PROD | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000516"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|148"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"148"	"host_initialise_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef EMM_DEBUG | #endif | #ifdef EMM_DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000517"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|209"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"209"	"host_deinitialise_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000518"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|249"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"249"	"host_allocate_storage"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000519"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|275"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"275"	"host_free_storage"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000520"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|307"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"307"	"host_reallocate_storage"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000521"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|336"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"336"	"host_map_page"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef EMM_DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000522"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|387"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"387"	"host_unmap_page"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef EMM_DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000523"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|447"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"447"	"host_alloc_page"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000524"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|513"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"513"	"host_free_page"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000525"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|570"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"570"	"host_copy_con_to_con"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000526"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|593"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"593"	"host_copy_con_to_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000527"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|617"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"617"	"host_copy_EM_to_con"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000528"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|641"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"641"	"host_copy_EM_to_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000529"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|684"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"684"	"host_exchg_con_to_con"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000530"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|717"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"717"	"host_exchg_con_to_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000531"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|750"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"750"	"host_exchg_EM_to_EM"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000532"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|800"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_emm.c"	"d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729"	"800"	"host_get_access_key"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-overlay-provider"	"original SoftPC control algorithm with a narrow same-shaped adapter-softpc/adapter-bochs overlay; Bochs remains sole CPU/RAM/physical-page owner"
"MVDM-HOST-ZERO1-000533"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|81"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"81"	"RegisterWOWIdle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000534"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|92"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"92"	"BlockWOWIdle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifndef MONITOR | #endif | #ifndef MONITOR | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000535"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|136"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"136"	"WOWIdle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000536"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|159"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"159"	"RegisterEOIHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000537"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|177"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"177"	"RemoveEOIHook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000538"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|198"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"198"	"host_EOI_hook"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#if DBG | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000539"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|229"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"229"	"host_DelayHwInterrupt"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef MONITOR | #else | #endif | #ifdef MONITOR | #if DBG | #endif | #else | #endif"	"structurally-valid-conditional-context-recorded"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000540"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|337"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"337"	"DelayIrqQuickEvent"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000541"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|356"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"356"	"host_ica_lock"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
"MVDM-HOST-ZERO1-000542"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_eoi.c|f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5|361"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/nt_eoi.c"	"f6a898050e894de0a2c17d11ecf502b0d13ed4c2d58766175063ca0246ec2db5"	"361"	"host_ica_unlock"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"retain-source-shaped-host-provider"	"opennt-mvdm-host original monitor, BOP, session, host-capability, configuration, VDD or error provider -> named adapters and session; Bochs receives only typed mechanical requests"
