classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-000360	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2770	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000676,T310-S8-P4-WARN-000677
T310-S8-P4-CLASS-000361	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2886	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000678,T310-S8-P4-WARN-000679
T310-S8-P4-CLASS-000362	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2895	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000680,T310-S8-P4-WARN-000681
T310-S8-P4-CLASS-000363	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2940	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000682,T310-S8-P4-WARN-000683
T310-S8-P4-CLASS-000364	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2941	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000684,T310-S8-P4-WARN-000685
T310-S8-P4-CLASS-000365	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2959	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000686,T310-S8-P4-WARN-000687
T310-S8-P4-CLASS-000366	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2960	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000688,T310-S8-P4-WARN-000689
T310-S8-P4-CLASS-000367	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2974	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000690,T310-S8-P4-WARN-000691
T310-S8-P4-CLASS-000368	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2975	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000692,T310-S8-P4-WARN-000693
T310-S8-P4-CLASS-000369	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2993	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000694,T310-S8-P4-WARN-000695
T310-S8-P4-CLASS-000370	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2994	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000696,T310-S8-P4-WARN-000697
T310-S8-P4-CLASS-000371	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3017	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000698,T310-S8-P4-WARN-000699
T310-S8-P4-CLASS-000372	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3018	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000700,T310-S8-P4-WARN-000701
T310-S8-P4-CLASS-000373	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3037	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000702,T310-S8-P4-WARN-000703
T310-S8-P4-CLASS-000374	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3038	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000704,T310-S8-P4-WARN-000705
T310-S8-P4-CLASS-000375	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3061	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000706,T310-S8-P4-WARN-000707
T310-S8-P4-CLASS-000376	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3078	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000708,T310-S8-P4-WARN-000709
T310-S8-P4-CLASS-000377	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3091	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000710,T310-S8-P4-WARN-000711
T310-S8-P4-CLASS-000378	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3107	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000712,T310-S8-P4-WARN-000713
T310-S8-P4-CLASS-000379	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3108	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000714,T310-S8-P4-WARN-000715
T310-S8-P4-CLASS-000380	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3124	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000716,T310-S8-P4-WARN-000717
T310-S8-P4-CLASS-000381	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3125	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000718,T310-S8-P4-WARN-000719
T310-S8-P4-CLASS-000382	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3138	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000720,T310-S8-P4-WARN-000721
T310-S8-P4-CLASS-000383	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3154	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000722,T310-S8-P4-WARN-000723
T310-S8-P4-CLASS-000384	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3176	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000724,T310-S8-P4-WARN-000725
T310-S8-P4-CLASS-000385	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3194	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000726,T310-S8-P4-WARN-000727
T310-S8-P4-CLASS-000386	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3216	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000728,T310-S8-P4-WARN-000729
T310-S8-P4-CLASS-000387	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3232	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000730,T310-S8-P4-WARN-000731
T310-S8-P4-CLASS-000388	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3276	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000732,T310-S8-P4-WARN-000733
T310-S8-P4-CLASS-000389	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3280	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000734,T310-S8-P4-WARN-000735
T310-S8-P4-CLASS-000390	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3284	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000736,T310-S8-P4-WARN-000737
T310-S8-P4-CLASS-000392	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3366	C4013	'EDL_fast_bop' undefined; assuming extern returning int	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000740,T310-S8-P4-WARN-000741
T310-S8-P4-CLASS-000393	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3384	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000742,T310-S8-P4-WARN-000743
T310-S8-P4-CLASS-000394	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	3387	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000744,T310-S8-P4-WARN-000745
