function_id	symbol	stage1_semantic_disposition	function_disposition	final_owner	runtime_direct_call_site_count	caller_paths	selected_definition_candidates	external_definition_candidates	external_package_roots	source_definition_status	first_hop_basis	next_stage
"MVDM-FIRST-HOP-FUNCTION-0559"	"GetPixel"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/dcquery.c:257@210ee355ddfc264fd0639e4f124817358e790c8be9ca3dab8082aa6b82ecd8e6;nt/private/ntos/w32/ntgdi/client/dcquery.c:257@210ee355ddfc264fd0639e4f124817358e790c8be9ca3dab8082aa6b82ecd8e6"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0560"	"GetPolyFillMode"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/ldc.c:638@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb;nt/private/ntos/w32/ntgdi/client/ldc.c:638@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0561"	"GetPrinter"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"fax/wowfaxui/wfsheets.c"	""	"nt/private/nw/svcdlls/nwwks/client/nwspl.c:560@4416855f26def3fca97d6e6fd25527157925e2366764057cdedc1c8c70f6ccf6"	"nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0562"	"GetPrinterDriver"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"fax/wowfaxui/wfupgrad.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0563"	"GetPrinterDriverDirectory"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"fax/wowfaxui/wfupgrad.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0564"	"GetPriorityClass"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"softpc.new/host/src/nt_msscs.c"	""	"base/win32/client/process.c:4295@45420076fafea9444cecac8226a828b2cebac307a893fb17099b870ce935aee3;nt/private/windows/base/client/process.c:4295@443dc9e6a6396ce5d90b3958247577072b326d38521d4e8e69f95972dddaa8af"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0565"	"GetPriorityClipboardFormat"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuclip.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0566"	"GetPrivateProfileInt"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wkernel.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0567"	"GetPrivateProfileString"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"wow32/wkernel.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0568"	"GetProcAddress"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"29"	"softpc.new/host/src/nt_bop.c;v86/scaffold/i386/fakebop.c;vdmredir/vrdlc5c.c;vdmutils/pifedit/pifedit.c;wow32/wgprnset.c;wow32/wkfileio.c;wow32/wkgthunk.c;wow32/wmmedia.c"	""	"base/win32/client/module.c:864@a6d87dad260fe72d8bdbb33e74d6ffb588c6a5f98741609d99cc86fd8405199c;nt/private/windows/base/client/module.c:864@a6d87dad260fe72d8bdbb33e74d6ffb588c6a5f98741609d99cc86fd8405199c;nt/private/rpc/runtime/mtrt/dos/dll/dosdll.c:287@c4f8bf09bc523cc7fe9978a2cef043007039a6ad2572790b4a7af8613f1bb2c3"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0569"	"GetProcessHeap"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"vdd/samples/mscdex/vdd/vcdex.c"	""	"base/win32/client/lmem.c:817@8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3;nt/private/windows/base/client/lmem.c:817@ae9d3c28d9875d01527f1c61038e4db2b04775b6bff57f3b6ae62d96126ddaf6;nt/private/posix/client/crtsup.c:230@2668c0a8aada897233405ccb078fe1c8d125c3b3a561f08f8c286dcd78e29d26"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0570"	"GetProcessShutdownParameters"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser31.c"	""	"base/win32/client/process.c:4826@45420076fafea9444cecac8226a828b2cebac307a893fb17099b870ce935aee3;nt/private/windows/base/client/process.c:4826@443dc9e6a6396ce5d90b3958247577072b326d38521d4e8e69f95972dddaa8af"	"base/win32/client;nt/private"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0571"	"GetProfileInt"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"6"	"wow32/wkernel.c;wow32/wmmstru1.c;wow32/wow32.c"	""	"windows/mfc/src42/appui3.cpp:118@8ff629a23116d8593e4280a113b3c3f95bc8ee49852f2791151de468e00d5540;windows/mfc/src40/appui3.cpp:132@45257ad650cd198acccdbfcc09856bfc60ea139d01a4a580b8f8674bf44ba4ad;windows/mfc/src30/appui3.cpp:154@b17cc8b34e6773cbc5ab8bc269c022bcb40b55ddcc66b0b6cdb4cd76556f6a7d;nt/private/sdktools/vctools/ntmfc/src42/appui3.cpp:118@8ff629a23116d8593e4280a113b3c3f95bc8ee49852f2791151de468e00d5540;nt/private/sdktools/vctools/ntmfc/src40/appui3.cpp:132@45257ad650cd198acccdbfcc09856bfc60ea139d01a4a580b8f8674bf44ba4ad;nt/private/sdktools/vctools/ntmfc/src/appui3.cpp:154@b17cc8b34e6773cbc5ab8bc269c022bcb40b55ddcc66b0b6cdb4cd76556f6a7d;nt/private/net/ui/mfc200/src/appui.cpp:521@6f759c54f8167bc32ce984200c7331bb67616fc0a527894980177403b0df990c;nt/private/ntos/nbt/vxd/chic.c:1164@d369db2d703de75900b80c0af24503f3798c427397103c9fff60c956798f101f"	"nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0572"	"GetProfileString"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"9"	"vdmutils/pifedit/pifedit.c;wow32/mapembed.c;wow32/wgdi.c;wow32/wkernel.c;wow32/wow32.c;wow32/wspool.c"	""	"windows/mfc/src42/appui3.cpp:152@8ff629a23116d8593e4280a113b3c3f95bc8ee49852f2791151de468e00d5540;windows/mfc/src40/appui3.cpp:166@45257ad650cd198acccdbfcc09856bfc60ea139d01a4a580b8f8674bf44ba4ad;windows/mfc/src30/appui3.cpp:188@b17cc8b34e6773cbc5ab8bc269c022bcb40b55ddcc66b0b6cdb4cd76556f6a7d;nt/private/sdktools/vctools/ntmfc/src42/appui3.cpp:152@8ff629a23116d8593e4280a113b3c3f95bc8ee49852f2791151de468e00d5540;nt/private/sdktools/vctools/ntmfc/src40/appui3.cpp:166@45257ad650cd198acccdbfcc09856bfc60ea139d01a4a580b8f8674bf44ba4ad;nt/private/sdktools/vctools/ntmfc/src/appui3.cpp:188@b17cc8b34e6773cbc5ab8bc269c022bcb40b55ddcc66b0b6cdb4cd76556f6a7d;nt/private/net/ui/mfc200/src/appui.cpp:542@6f759c54f8167bc32ce984200c7331bb67616fc0a527894980177403b0df990c"	"nt/private;windows/mfc"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0573"	"GetProp"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0574"	"GetQueueStatus"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser31.c"	""	"windows/core/ntuser/client/client.c:2667@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:2667@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0575"	"GetRandomRgn"	"private-gdi-contract"	"private-gdi-contract-boundary"	"adapter-mvdm-host-out/wow"	"2"	"wow32/wgdi31.c"	""	"windows/core/ntgdi/client/region.c:962@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9;nt/private/ntos/w32/ntgdi/client/region.c:962@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"private GDI contract stops before USER/GDI product internals"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0576"	"GetRasterizerCaps"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi31.c"	""	"windows/core/ntgdi/client/font.c:3448@8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d;nt/private/ntos/w32/ntgdi/client/font.c:3448@8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0577"	"GetRegionData"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/region.c:1009@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9;nt/private/ntos/w32/ntgdi/client/region.c:1009@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0578"	"GetRgnBox"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/region.c:771@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9;nt/private/ntos/w32/ntgdi/client/region.c:771@2b1c15776771b12c50c6fdfd186dbfb99aadabc43a88f199c59bb3b621fe53c9"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0579"	"GetROP2"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/ldc.c:605@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb;nt/private/ntos/w32/ntgdi/client/ldc.c:605@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0580"	"GetSaveFileName"	"not-host-runtime-source-only"	"source-excluded-by-selected-file-disposition"	"not applicable"	"0"	"vdmutils/pifedit/pifedit.c"	""	"shell/comdlg32/fileopen.c:958@7c01592f7a76baf3cc17636561f6eecc28d32766b3605eab6e90c84b175b4ee3;nt/private/windows/shell/comdlg/fileopen.c:958@7c01592f7a76baf3cc17636561f6eecc28d32766b3605eab6e90c84b175b4ee3"	"nt/private;shell/comdlg32"	"source-definition-candidates-recorded"	"all callers are tool/guest/firmware/not-host-runtime; no runtime first-hop file"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0581"	"GetScrollPos"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wuser.c"	""	"windows/core/ntuser/client/winmgrc.c:256@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4;nt/private/ntos/w32/ntuser/client/winmgrc.c:256@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0582"	"GetScrollRange"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wuser.c"	""	"windows/core/ntuser/client/winmgrc.c:298@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4;nt/private/ntos/w32/ntuser/client/winmgrc.c:298@26f0174e6a0db53d942506cbdc12efbfebc34a943d780170e7bf9d95775514a4"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0583"	"GetShellWindow"	"non-mvdm-opennt-package-boundary"	"named-non-mvdm-source-definition"	"candidate non-MVDM package"	"2"	"wow32/wkman.c"	""	"windows/core/ntuser/client/client.c:2740@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472;nt/private/ntos/w32/ntuser/client/client.c:2740@787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"exact external source definition candidate recorded; it is the Stage-2 BFS seed"	"expand this exact source file/package at BFS depth two"
"MVDM-FIRST-HOP-FUNCTION-0584"	"GetShortPathName"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"3"	"wow32/wkman.c;wow32/wow32.c"	""	"shell/shell32/rdrag.c:443@f217022ec86fbf30878a855ee5399cf4a36ef193d68ed0dc34bc0b9f06d2a5f9;nt/private/windows/shell/shelldll/rdrag.c:443@f217022ec86fbf30878a855ee5399cf4a36ef193d68ed0dc34bc0b9f06d2a5f9"	"nt/private;shell/shell32"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0585"	"GetStdHandle"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"2"	"softpc.new/host/src/nt_hosts.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/softpc.c;vdmutils/forcedos/forcedos.c"	""	""	""	"no-C-C++-provider-definition-required-or-found"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0586"	"GetStockObject"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"softpc.new/host/src/nt_hunt.c;vdmutils/pifedit/pifedit.c;wow32/wgdi.c"	""	"windows/core/ntgdi/client/object.c:3102@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8;nt/private/ntos/w32/ntgdi/client/object.c:3102@cc616c448244a2073eb109f433db9e64351605246932ccbf08ba088ecae596f8"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
"MVDM-FIRST-HOP-FUNCTION-0587"	"GetStretchBltMode"	"public-win32-or-crt-binding"	"modern-system-binding"	"external SDK/CRT"	"1"	"wow32/wgdi.c"	""	"windows/core/ntgdi/client/ldc.c:652@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb;nt/private/ntos/w32/ntgdi/client/ldc.c:652@c4b0f8a40c2f73d6b61079b5c01f9167421e3a30b0f8894defc70129ab21fbeb"	"nt/private;windows/core"	"source-definition-candidates-recorded"	"public contract terminates at a modern public Win32/CRT binding; OpenNT declaration evidence is retained but no OpenNT provider source is imported"	"terminal for one-degree audit; later work follows named owner package"
