"include_spelling"	"occurrences"	"caller_count"	"caller_paths"	"upstream_header_paths"	"upstream_package_roots"	"stage1_state"	"next_stage"	"first_hop_owner"	"first_hop_kind"
"nt_hunt.h"	"3"	"3"	"softpc.new/host/src/fprt.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_term.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_inthk.h"	"1"	"1"	"softpc.new/host/src/nt_inthk.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_mem.h"	"3"	"3"	"softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/sim32.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_mon.h"	"1"	"1"	"v86/monitor/i386/spcstubs.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_mouse.h"	"6"	"6"	"softpc.new/base/keymouse/mouse_io.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_mouse.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_pif.h"	"8"	"8"	"dos/command/cmdmisc.c;dos/command/cmdpif.c;softpc.new/base/system/timer.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_reset.h"	"19"	"19"	"softpc.new/base/system/timer.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_unix.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_smenu.h"	"1"	"1"	"softpc.new/host/src/nt_smenu.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_thred.h"	"7"	"7"	"softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_timer.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_timer.h"	"6"	"6"	"softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_thred.c;softpc.new/host/src/nt_timer.c;softpc.new/obj.vdm/ntvdm.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_uis.h"	"24"	"22"	"dos/command/cmdmisc.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_hunt.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/x86_emm.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt_vdd.h"	"8"	"8"	"dos/dem/demfile.c;dos/dem/demmisc.c;dos/dem/demsrch.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/nt_vdd.c;wow32/wkfileio.c"	"public/sdk/inc/nt_vdd.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MVDM VDD/debug contract"	"selected-MVDM-contract"
"nt_vddp.h"	"3"	"3"	"softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/nt_vdd.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nt.h"	"55"	"55"	"dbg/dbg.c;oemuni/file.c;oemuni/process.c;oemuni/toemuni.c;sim32/sim32.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/qevnt.c;softpc.new/host/src/config.c;softpc.new/host/src/copy_fnc.c;softpc.new/host/src/cpucstbs.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_inthk.c;softpc.new/host/src/nt_keycd.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/sim32.c;softpc.new/host/src/x86_emm.c;softpc.new/obj.vdm/ntvdm.c;suballoc/tsa.c;v86/monitor/i386/proflib.c;v86/monitor/i386/spcstubs.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c"	"public/sdk/inc/nt.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntcheese.h"	"6"	"6"	"softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_term.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"ntcsrdll.h"	"1"	"1"	"wow32/wow32.c"	"public/sdk/inc/ntcsrdll.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntdbg.h"	"3"	"3"	"dbg/dbg.c;vdmdbg/vdmdbg.c;wow32/debug.c"	"public/sdk/inc/ntdbg.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntddbeep.h"	"1"	"1"	"softpc.new/host/src/nt_sound.c"	"public/ddk/inc/ntddbeep.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddcdrm.h"	"1"	"1"	"vdd/samples/mscdex/vdd/vcdex.c"	"public/ddk/inc/ntddcdrm.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntdddisk.h"	"3"	"3"	"softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_rflop.c;vdd/samples/mscdex/vdd/vcdex.c"	"public/ddk/inc/ntdddisk.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntdddlc.h"	"6"	"6"	"vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrnetb.c"	"public/ddk/inc/ntdddlc.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddkbd.h"	"2"	"2"	"softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_input.c"	"public/ddk/inc/ntddkbd.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddser.h"	"3"	"3"	"softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_ntfun.c;wow32/wucomm.c"	"public/ddk/inc/ntddser.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddtx.h"	"1"	"1"	"sim32/sim32.c"	"public/ddk/inc/ntddtx.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddvdeo.h"	"12"	"12"	"softpc.new/host/src/config.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_vga.c"	"public/ddk/inc/ntddvdeo.h"	"public/ddk/inc"	"kernel-device declaration contract; map to adapter/public API/kernel leaf"	"expand owning package/build boundary"	"DDK device/kernel contract"	"kernel-device-contract"
"ntddvdm.h"	"1"	"1"	"softpc.new/host/src/nt_lpt.c"	"public/internal/base/inc/ntddvdm.h"	"public/internal/base"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"ntexapi.h"	"2"	"2"	"softpc.new/host/src/nt_eoi.c;wow32/wkman.c"	"public/sdk/inc/ntexapi.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntrtl.h"	"55"	"55"	"dbg/dbg.c;oemuni/file.c;oemuni/process.c;oemuni/toemuni.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/qevnt.c;softpc.new/host/src/config.c;softpc.new/host/src/copy_fnc.c;softpc.new/host/src/cpucstbs.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_inthk.c;softpc.new/host/src/nt_keycd.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/sim32.c;softpc.new/host/src/x86_emm.c;softpc.new/obj.vdm/ntvdm.c;suballoc/tsa.c;v86/monitor/i386/proflib.c;v86/monitor/i386/spcstubs.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;wow32/debug.c"	"public/sdk/inc/ntrtl.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntseapi.h"	"1"	"1"	"wow32/wkman.c"	"public/sdk/inc/ntseapi.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntstatus.h"	"4"	"4"	"softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_sec.c;wow32/debug.c"	"public/internal/nls/inc/ntstatus.h;public/sdk/inc/ntstatus.h"	"public/internal/nls;public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"ntthread.h"	"1"	"1"	"softpc.new/base/ccpu386/c_main.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"nturtl.h"	"55"	"55"	"dbg/dbg.c;oemuni/file.c;oemuni/process.c;oemuni/toemuni.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/qevnt.c;softpc.new/host/src/config.c;softpc.new/host/src/copy_fnc.c;softpc.new/host/src/cpucstbs.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_inthk.c;softpc.new/host/src/nt_keycd.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/sim32.c;softpc.new/host/src/x86_emm.c;softpc.new/obj.vdm/ntvdm.c;suballoc/tsa.c;v86/monitor/i386/proflib.c;v86/monitor/i386/spcstubs.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;wow32/debug.c"	"public/sdk/inc/nturtl.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"NTDLL/NT native declaration; private calls seed base/ntdll or kernel-contract BFS"	"public-or-private-NT-contract"
"oem.h"	"2"	"2"	"oemuni/file.c;oemuni/process.c"	"windows/core/ntgdi/printers/hprasdd/rasdd/oem.h;windows/core/ntgdi/printers/hprasdd/rasddui/oem.h"	"windows/core/ntgdi"	"non-mvdm source-package candidate; resolve include path ambiguity at stage two"	"expand owning package/build boundary"	"windows/core/ntgdi/printers"	"external-source-package-candidate"
"oemuni.h"	"10"	"10"	"dos/command/cmdconf.c;dos/command/cmdenv.c;dos/command/cmdexec.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;oemuni/file.c;oemuni/process.c;oemuni/toemuni.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_pif.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"or.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/or.c"	"com/ole32/dcomss/objex/or.h;com/ole32/dcomss/objex/shrmem/or.h"	"com/ole32/dcomss"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"out.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/out.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"packoff.h"	"1"	"1"	"vdmredir/vrnetapi.c"	"public/internal/base/inc/packoff.h;sdktools/tlibs/nb3lib/h/packoff.h;sdktools/wzmail/dh.new/h/packoff.h"	"public/internal/base;sdktools/tlibs/nb3lib;sdktools/wzmail/dh.new"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"packon.h"	"1"	"1"	"vdmredir/vrnetapi.c"	"public/internal/base/inc/packon.h;sdktools/tlibs/nb3lib/h/packon.h;sdktools/wzmail/dh.new/h/packon.h"	"public/internal/base;sdktools/tlibs/nb3lib;sdktools/wzmail/dh.new"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"pif.h"	"2"	"2"	"dos/command/cmdpif.c;softpc.new/host/src/nt_pif.c"	"public/internal/windows/inc/pif.h"	"public/internal/windows"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"pifedit.h"	"2"	"2"	"vdmutils/pifedit/pifedit.c;vdmutils/pifedit/pifsubs.c"	""	""	"selected MVDM tool-local declaration; no host-runtime external edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"Pigger_c.h"	"3"	"3"	"softpc.new/base/ccpu386/c_reg.c;softpc.new/base/cvidc/accessfn.c;softpc.new/base/cvidc/sascdef.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"PigReg_c.h"	"2"	"2"	"softpc.new/base/ccpu386/c_getset.c;softpc.new/base/ccpu386/sascdef.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"pmvdm.h"	"1"	"1"	"softpc.new/host/src/config.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"pop.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/pop.c"	"base/ntos/po/pop.h;base/ntos/po.old/pop.h"	"base/ntos/po;base/ntos/po.old"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
