"include"	"disposition"	"occurrence_count"	"source_count"	"forms"	"selected_candidate"	"first_source"	"first_line"	"rationale"
"wingdip.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\public\internal\windows\inc\wingdip.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\wingdip.h"	"wow32/wgdi.c"	"36"	"multiple same-basename candidates; package and declaration review required before import"
"winreg.h"	"toolchain-or-public-sdk"	"1"	"1"	"angle"	""	"wow32/wshell.c"	"19"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"winsock.h"	"toolchain-or-public-sdk"	"1"	"1"	"angle"	""	"wow32/winsockp.h"	"22"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"winsockp.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\winsockp.h"	"wow32/precomp.h"	"105"	"quoted include resolves beside one or more selected MVDM sources"
"winspool.h"	"toolchain-or-public-sdk"	"6"	"6"	"angle;quote"	""	"fax/wowfaxui/wfsheets.c"	"15"	"CRT or public Windows SDK declaration; do not mirror into OpenNT platform ABI"
"winuserp.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\public\internal\windows\inc\winuserp.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\winuserp.h"	"softpc.new/host/src/nt_event.c"	"27"	"multiple same-basename candidates; package and declaration review required before import"
"wkbdtbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkbdtbl2.h"	"wow32/wowtbl.c"	"51"	"quoted include resolves beside one or more selected MVDM sources"
"wkbman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkbman.h"	"wow32/precomp.h"	"64"	"quoted include resolves beside one or more selected MVDM sources"
"wkbtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkbtbl.h"	"wow32/wow32.c"	"27"	"quoted include resolves beside one or more selected MVDM sources"
"wkernel.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkernel.h"	"wow32/precomp.h"	"65"	"quoted include resolves beside one or more selected MVDM sources"
"wkfileio.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkfileio.h"	"wow32/precomp.h"	"66"	"quoted include resolves beside one or more selected MVDM sources"
"wkglobal.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkglobal.h"	"wow32/wkglobal.c"	"17"	"quoted include resolves beside one or more selected MVDM sources"
"wkgthunk.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkgthunk.h"	"wow32/precomp.h"	"70"	"quoted include resolves beside one or more selected MVDM sources"
"wklocal.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wklocal.h"	"wow32/precomp.h"	"71"	"quoted include resolves beside one or more selected MVDM sources"
"wkman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkman.h"	"wow32/precomp.h"	"34"	"quoted include resolves beside one or more selected MVDM sources"
"wkmem.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wkmem.h"	"wow32/precomp.h"	"81"	"quoted include resolves beside one or more selected MVDM sources"
"wktbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wktbl.h"	"wow32/wow32.c"	"23"	"quoted include resolves beside one or more selected MVDM sources"
"wktbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wktbl2.h"	"wow32/wowtbl.c"	"42"	"quoted include resolves beside one or more selected MVDM sources"
"wmdisp32.h"	"mvdm-local-direct"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmdisp32.h"	"vdmexts/dib.c"	"21"	"quoted include resolves beside one or more selected MVDM sources"
"wmmalias.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmmalias.h"	"wow32/wmmalias.c"	"18"	"quoted include resolves beside one or more selected MVDM sources"
"wmmedia.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmmedia.h"	"wow32/precomp.h"	"85"	"quoted include resolves beside one or more selected MVDM sources"
"wmmstruc.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmmstruc.h"	"wow32/precomp.h"	"84"	"quoted include resolves beside one or more selected MVDM sources"
"wmmtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmmtbl.h"	"wow32/wow32.c"	"29"	"quoted include resolves beside one or more selected MVDM sources"
"wmmtbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmmtbl2.h"	"wow32/wowtbl.c"	"66"	"quoted include resolves beside one or more selected MVDM sources"
"wmsg16.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsg16.h"	"wow32/precomp.h"	"41"	"quoted include resolves beside one or more selected MVDM sources"
"wmsgbm.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsgbm.h"	"wow32/precomp.h"	"42"	"quoted include resolves beside one or more selected MVDM sources"
"wmsgcb.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsgcb.h"	"wow32/precomp.h"	"89"	"quoted include resolves beside one or more selected MVDM sources"
"wmsgem.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsgem.h"	"wow32/precomp.h"	"90"	"quoted include resolves beside one or more selected MVDM sources"
"wmsglb.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsglb.h"	"wow32/precomp.h"	"91"	"quoted include resolves beside one or more selected MVDM sources"
"wmsgsbm.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmsgsbm.h"	"wow32/precomp.h"	"92"	"quoted include resolves beside one or more selected MVDM sources"
"wmtbl32.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wmtbl32.h"	"wow32/precomp.h"	"43"	"quoted include resolves beside one or more selected MVDM sources"
"wole2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wole2.h"	"wow32/precomp.h"	"113"	"quoted include resolves beside one or more selected MVDM sources"
"wow.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\wow.h"	"wow32/wow32.h"	"46"	"include name maps to a selected MVDM union path"
"wow32.h"	"mvdm-local-direct"	"5"	"5"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wow32.h"	"vdmexts/dib.c"	"20"	"quoted include resolves beside one or more selected MVDM sources"
"wow32\wow32.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wow32.h"	"bde/precomp.h"	"16"	"include name maps to a selected MVDM union path"
"wowclip.h"	"mvdm-selected-include"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowclip.h"	"wow32/wdde.h"	"15"	"include name maps to a selected MVDM union path"
"wowcmdlg.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowcmdlg.h"	"wow32/precomp.h"	"45"	"include name maps to a selected MVDM union path"
"wowcmndg.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\shell\inc\wowcmndg.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\wowcmndg.h"	"wow32/wcommdlg.c"	"27"	"multiple same-basename candidates; package and declaration review required before import"
"wowcmpat.h"	"mvdm-selected-include"	"2"	"2"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowcmpat.h"	"dos/command/cmdexec.c"	"17"	"include name maps to a selected MVDM union path"
"wowcomm.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowcomm.h"	"wow32/wucomm.h"	"15"	"include name maps to a selected MVDM union path"
"wowddeml.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowddeml.h"	"wow32/wddeml32.c"	"26"	"include name maps to a selected MVDM union path"
"wowfax.h"	"mvdm-selected-include"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowfax.h"	"fax/faxcomm.h"	"13"	"include name maps to a selected MVDM union path"
"wowfaxdd.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\fax\wowfax\wowfaxdd.h"	"fax/wowfax/wowfax.c"	"14"	"quoted include resolves beside one or more selected MVDM sources"
"wowfaxui.h"	"mvdm-local-direct"	"4"	"4"	"quote"	"O:\repos.external\OpenNT\base\mvdm\fax\wowfaxui\wowfaxui.h"	"fax/wowfaxui/wfhelper.c"	"14"	"quoted include resolves beside one or more selected MVDM sources"
"wowgdi.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowgdi.h"	"wow32/precomp.h"	"54"	"include name maps to a selected MVDM union path"
"wowgdip.h"	"ambiguous-opennt-platform-candidate"	"5"	"5"	"angle;quote"	"O:\repos.external\OpenNT\public\internal\windows\inc\wowgdip.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\wowgdip.h"	"vdmexts/dib.c"	"26"	"multiple same-basename candidates; package and declaration review required before import"
"wowhooks.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wowhooks.h"	"wow32/precomp.h"	"72"	"quoted include resolves beside one or more selected MVDM sources"
"wowinfo.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowinfo.h"	"wow32/precomp.h"	"76"	"include name maps to a selected MVDM union path"
"wowkbd.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowkbd.h"	"wow32/precomp.h"	"63"	"include name maps to a selected MVDM union path"
"wowkrn.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowkrn.h"	"wow32/precomp.h"	"49"	"include name maps to a selected MVDM union path"
"wowmmcb.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowmmcb.h"	"wow32/precomp.h"	"79"	"include name maps to a selected MVDM union path"
"wowmmed.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowmmed.h"	"wow32/precomp.h"	"83"	"include name maps to a selected MVDM union path"
"wownt32.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\sdk\inc\wownt32.h;O:\repos.external\OpenNT\sdktools\jetadmin\inc\wownt32.h;O:\repos.external\OpenNT-4.5\nt\private\sdktools\jetadmin\inc\wownt32.h"	"inc/wow.h"	"27"	"multiple same-basename candidates; package and declaration review required before import"
"wowshell.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowshell.h"	"wow32/precomp.h"	"108"	"include name maps to a selected MVDM union path"
"wowshlp.h"	"ambiguous-opennt-platform-candidate"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\public\internal\shell\inc\wowshlp.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\wowshlp.h"	"wow32/wshell.c"	"20"	"multiple same-basename candidates; package and declaration review required before import"
"wowsnd.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowsnd.h"	"wow32/precomp.h"	"106"	"include name maps to a selected MVDM union path"
"wowtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wowtbl.h"	"wow32/precomp.h"	"23"	"quoted include resolves beside one or more selected MVDM sources"
"wowth.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowth.h"	"wow32/precomp.h"	"110"	"include name maps to a selected MVDM union path"
"wowuserp.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\public\internal\windows\inc\wowuserp.h;O:\repos.external\OpenNT-4.5\nt\private\windows\inc\wowuserp.h"	"wow32/walias.h"	"19"	"multiple same-basename candidates; package and declaration review required before import"
"wowusr.h"	"mvdm-selected-include"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\inc\wowusr.h"	"wow32/precomp.h"	"28"	"include name maps to a selected MVDM union path"
"wowwsock.h"	"mvdm-selected-include"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\wowwsock.h"	"wow32/winsockp.h"	"23"	"include name maps to a selected MVDM union path"
"wparam.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wparam.h"	"wow32/precomp.h"	"114"	"quoted include resolves beside one or more selected MVDM sources"
"wreldc.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wreldc.h"	"wow32/precomp.h"	"74"	"quoted include resolves beside one or more selected MVDM sources"
"wres16.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wres16.h"	"wow32/precomp.h"	"47"	"quoted include resolves beside one or more selected MVDM sources"
"wres32.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wres32.h"	"wow32/precomp.h"	"48"	"quoted include resolves beside one or more selected MVDM sources"
"wsdynmc.h"	"mvdm-local-direct"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wsdynmc.h"	"wow32/wsdata.c"	"23"	"quoted include resolves beside one or more selected MVDM sources"
"wshell.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wshell.h"	"wow32/precomp.h"	"109"	"quoted include resolves beside one or more selected MVDM sources"
"wshltbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wshltbl.h"	"wow32/wow32.c"	"28"	"quoted include resolves beside one or more selected MVDM sources"
"wshtbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wshtbl2.h"	"wow32/wowtbl.c"	"57"	"quoted include resolves beside one or more selected MVDM sources"
"wsman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wsman.h"	"wow32/precomp.h"	"107"	"quoted include resolves beside one or more selected MVDM sources"
"wsocktbl.h"	"mvdm-local-direct"	"2"	"2"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wsocktbl.h"	"wow32/winsockp.h"	"25"	"quoted include resolves beside one or more selected MVDM sources"
"wspool.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wspool.h"	"wow32/walias.h"	"18"	"quoted include resolves beside one or more selected MVDM sources"
"wstbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wstbl.h"	"wow32/wow32.c"	"26"	"quoted include resolves beside one or more selected MVDM sources"
"wstbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wstbl2.h"	"wow32/wowtbl.c"	"54"	"quoted include resolves beside one or more selected MVDM sources"
"wstruc.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wstruc.h"	"wow32/wow32.h"	"49"	"quoted include resolves beside one or more selected MVDM sources"
"wsubcls.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wsubcls.h"	"wow32/precomp.h"	"32"	"quoted include resolves beside one or more selected MVDM sources"
"wthman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wthman.h"	"wow32/precomp.h"	"111"	"quoted include resolves beside one or more selected MVDM sources"
"wthtbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wthtbl.h"	"wow32/wow32.c"	"31"	"quoted include resolves beside one or more selected MVDM sources"
"wthtbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wthtbl2.h"	"wow32/wowtbl.c"	"63"	"quoted include resolves beside one or more selected MVDM sources"
"wucaret.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wucaret.h"	"wow32/precomp.h"	"96"	"quoted include resolves beside one or more selected MVDM sources"
"wuclass.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuclass.h"	"wow32/precomp.h"	"31"	"quoted include resolves beside one or more selected MVDM sources"
"wuclip.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuclip.h"	"wow32/precomp.h"	"52"	"quoted include resolves beside one or more selected MVDM sources"
"wucomm.h"	"mvdm-local-direct"	"4"	"4"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wucomm.h"	"vdmexts/dib.c"	"23"	"quoted include resolves beside one or more selected MVDM sources"
"wucursor.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wucursor.h"	"wow32/precomp.h"	"97"	"quoted include resolves beside one or more selected MVDM sources"
"wudlg.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wudlg.h"	"wow32/precomp.h"	"37"	"quoted include resolves beside one or more selected MVDM sources"
"wuhook.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuhook.h"	"wow32/precomp.h"	"98"	"quoted include resolves beside one or more selected MVDM sources"
"wulang.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wulang.h"	"wow32/precomp.h"	"104"	"quoted include resolves beside one or more selected MVDM sources"
"wuman.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuman.h"	"wow32/precomp.h"	"94"	"quoted include resolves beside one or more selected MVDM sources"
"wumenu.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wumenu.h"	"wow32/precomp.h"	"99"	"quoted include resolves beside one or more selected MVDM sources"
"wumsg.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wumsg.h"	"wow32/precomp.h"	"93"	"quoted include resolves beside one or more selected MVDM sources"
"wuser.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuser.h"	"wow32/precomp.h"	"100"	"quoted include resolves beside one or more selected MVDM sources"
"wuser31.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuser31.h"	"wow32/precomp.h"	"103"	"quoted include resolves beside one or more selected MVDM sources"
"wusercli.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wusercli.h"	"wow32/precomp.h"	"112"	"quoted include resolves beside one or more selected MVDM sources"
"wutbl.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wutbl.h"	"wow32/wow32.c"	"24"	"quoted include resolves beside one or more selected MVDM sources"
"wutbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wutbl2.h"	"wow32/wowtbl.c"	"45"	"quoted include resolves beside one or more selected MVDM sources"
"wutext.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wutext.h"	"wow32/precomp.h"	"101"	"quoted include resolves beside one or more selected MVDM sources"
"wutmr.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wutmr.h"	"wow32/precomp.h"	"73"	"quoted include resolves beside one or more selected MVDM sources"
"wuwind.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wuwind.h"	"wow32/precomp.h"	"102"	"quoted include resolves beside one or more selected MVDM sources"
"wwstbl2.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow32\wwstbl2.h"	"wow32/wowtbl.c"	"60"	"quoted include resolves beside one or more selected MVDM sources"
"x11\x.h"	"exact-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT-4.5\nt\private\wangview\oiwh\jpeg1\x.h"	"softpc.new/base/inc/host_msw.h"	"29"	"unique header candidate outside selected MVDM union; source/ABI review required before import"
"x11\xlib.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\base\mvdm\wow16\commdlg\xlib.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\commdlg\xlib.h"	"softpc.new/base/inc/host_msw.h"	"30"	"multiple same-basename candidates; package and declaration review required before import"
"x11\xresource.h"	"unresolved-external-include"	"1"	"1"	"angle"	""	"softpc.new/base/inc/host_msw.h"	"31"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"x11\xutil.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\com\oleaut32\typelib\xutil.h;O:\repos.external\OpenNT-4.5\nt\private\oleauto\src\typelib\xutil.h"	"softpc.new/base/inc/host_msw.h"	"32"	"multiple same-basename candidates; package and declaration review required before import"
"xadd.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\xadd.h"	"softpc.new/base/ccpu386/c_main.c"	"161"	"quoted include resolves beside one or more selected MVDM sources"
"xbios.h"	"mvdm-local-direct"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xbios.h"	"v86/scaffold/i386/fakeinit.c"	"16"	"quoted include resolves beside one or more selected MVDM sources"
"xbiosdsk.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xbiosdsk.h"	"v86/scaffold/i386/fakeinit.c"	"17"	"quoted include resolves beside one or more selected MVDM sources"
"xbioskbd.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xbioskbd.h"	"v86/scaffold/i386/fakekbd.c"	"33"	"quoted include resolves beside one or more selected MVDM sources"
"xbiosvid.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xbiosvid.h"	"v86/scaffold/i386/fakevid.c"	"34"	"quoted include resolves beside one or more selected MVDM sources"
"xchg.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\xchg.h"	"softpc.new/base/ccpu386/c_main.c"	"150"	"quoted include resolves beside one or more selected MVDM sources"
"xerr.h"	"unresolved-external-include"	"1"	"1"	"quote"	""	"v86/scaffold/i386/x86.h"	"382"	"no selected MVDM, CRT/SDK or unique OpenNT header candidate found"
"xguest.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xguest.h"	"v86/scaffold/i386/fakeinit.c"	"15"	"quoted include resolves beside one or more selected MVDM sources"
"xlat.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\xlat.h"	"softpc.new/base/ccpu386/c_main.c"	"151"	"quoted include resolves beside one or more selected MVDM sources"
"xlathlp.h"	"mvdm-local-direct"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\dpmi32\xlathlp.h"	"dpmi32/int21map.c"	"26"	"quoted include resolves beside one or more selected MVDM sources"
"xlib.h"	"ambiguous-opennt-platform-candidate"	"1"	"1"	"quote"	"O:\repos.external\OpenNT\base\mvdm\wow16\commdlg\xlib.h;O:\repos.external\OpenNT-4.5\nt\private\mvdm\wow16\commdlg\xlib.h"	"v86/scaffold/i386/x86.h"	"383"	"multiple same-basename candidates; package and declaration review required before import"
"xms.h"	"mvdm-local-direct"	"8"	"8"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\xms.486\xms.h"	"xms.486/i386/xmsmem86.c"	"22"	"quoted include resolves beside one or more selected MVDM sources"
"xmsexp.h"	"mvdm-selected-include"	"5"	"5"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\host\inc\xmsexp.h"	"dpmi32/dpmimemr.c"	"34"	"include name maps to a selected MVDM union path"
"xmssvc.h"	"mvdm-selected-include"	"5"	"5"	"angle"	"O:\repos.external\OpenNT\base\mvdm\inc\xmssvc.h"	"v86/scaffold/i386/softpc.c"	"10"	"include name maps to a selected MVDM union path"
"xor.h"	"mvdm-local-direct"	"2"	"2"	"angle"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\ccpu386\xor.h"	"softpc.new/base/ccpu386/c_main.c"	"152"	"quoted include resolves beside one or more selected MVDM sources"
"xsprocs.h"	"selected-ds-declaration-package"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\xsprocs.h"	"vdmredir/vrnetapi.c"	"82"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"xstypes.h"	"selected-ds-declaration-package"	"1"	"1"	"angle"	"O:\repos.external\OpenNT\public\internal\ds\inc\xstypes.h"	"vdmredir/vrnetapi.c"	"81"	"T290 S5 selected the complete original DS declaration package; see m0-t290-s5-ds-declaration-package-manifest-001.tsv"
"xt.h"	"mvdm-selected-include"	"258"	"256"	"angle;quote"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\xt.h"	"softpc.new/base/bios/bios.c"	"42"	"include name maps to a selected MVDM union path"
"xwincon.h"	"mvdm-local-direct"	"3"	"3"	"quote"	"O:\repos.external\OpenNT\base\mvdm\v86\scaffold\i386\xwincon.h"	"v86/scaffold/i386/fakekbd.c"	"34"	"quoted include resolves beside one or more selected MVDM sources"
