source_root	source_path	source_sha256	source_line	symbol	signature_evidence	project_components	selected_identity_status
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"886"	"WD32DdeCmpStringHandles"	"ULONG FASTCALL WD32DdeCmpStringHandles(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"902"	"WD32DdeReconnect"	"ULONG FASTCALL WD32DdeReconnect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"918"	"W32DdemlCallBack"	"HDDEDATA W32DdemlCallBack(UINT type, UINT fmt, HCONV hconv, HSZ hsz1, HSZ hsz2, HDDEDATA hData, DWORD dwData1, DWORD dwData2)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"975"	"WOWDdemlBind"	"VOID WOWDdemlBind (DWORD x16, DWORD x32, BIND1632 aBind[])"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"990"	"WOWDdemlUnBind"	"VOID WOWDdemlUnBind (DWORD x32, BIND1632 aBind[])"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1005"	"WOWDdemlGetBind16"	"DWORD WOWDdemlGetBind16 (DWORD x32, BIND1632 aBind[])"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1019"	"WOWDdemlGetBind32"	"DWORD WOWDdemlGetBind32 (DWORD x16, BIND1632 aBind[])"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1033"	"DdeDataBuf16to32"	"BOOL DdeDataBuf16to32( PVOID p16DdeData, // flat pointer to 16 bit DDE data buffer LPBYTE *pp32DdeData, // we malloc_w this in this function if not pNULL - must be freed! PDWORD pcbData, // IN:16 bit cbData OUT:32 bit cbData PDWORD pcbOffset, // IN:16 bit cbOffset OUT:32 bit cbOffset UINT format) // format of the data"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1176"	"DdeDataBuf32to16"	"BOOL DdeDataBuf32to16( PVOID p16DdeData, // flat pointer to 16 bit app buffer for data PVOID p32DdeData, // source 32 bit buffer DWORD cbData, // IN:32 bit size DWORD cbOffset, // IN:32 bit offset UINT format) // format of data"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1282"	"DdeDataSize16to32"	"VOID DdeDataSize16to32( DWORD *pcbData, DWORD *pcbOff, UINT format)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1299"	"DdeDataSize32to16"	"VOID DdeDataSize32to16( DWORD *pcbData, DWORD *pcbOff, UINT format)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1316"	"W32GetConvContext"	"VOID W32GetConvContext (VPVOID vp, PCONVCONTEXT pCC32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"1343"	"W32PutConvContext"	"VOID W32PutConvContext (VPVOID vp, PCONVCONTEXT pCC32)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"63"	"W32HandleDibDrv"	"HDC W32HandleDibDrv (PVPVOID vpbmi16)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"382"	"W32AddDibInfo"	"BOOL W32AddDibInfo ( HDC hdcMem, HANDLE hfile, HANDLE hsec, ULONG nalignment, PVOID newdib, PVOID newIntelDib, HBITMAP hbm, ULONG dibsize, USHORT originaldibflags, USHORT originaldibsel )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"417"	"W32FreeDibInfoHandle"	"BOOL W32FreeDibInfoHandle(PDIBINFO pdi, PDIBINFO pdiLast)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"439"	"W32CheckAndFreeDibInfo"	"BOOL W32CheckAndFreeDibInfo (HDC hdc)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"464"	"W32FreeDibInfo"	"VOID W32FreeDibInfo (PDIBINFO pdiCur, PDIBINFO pdiLast)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"474"	"W32RestoreOldDib"	"ULONG W32RestoreOldDib (PDIBINFO pdi)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"494"	"W32FindAndLockDibInfo"	"HDC W32FindAndLockDibInfo (USHORT sel)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"519"	"WK32FindAndReleaseDib"	"ULONG FASTCALL WK32FindAndReleaseDib(PVDMFRAME pvf)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"558"	"W32CheckDibColorIndices"	"BOOL W32CheckDibColorIndices(LPBITMAPINFOHEADER lpbmi)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"587"	"cjBitmapBitsSize"	"ULONG cjBitmapBitsSize(CONST BITMAPINFO *pbmi)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"615"	"WG32CreateDIBSection"	"ULONG FASTCALL WG32CreateDIBSection(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"764"	"WG32GetDIBColorTable"	"ULONG FASTCALL WG32GetDIBColorTable(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"790"	"WG32SetDIBColorTable"	"ULONG FASTCALL WG32SetDIBColorTable(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdib.c"	"d0bd4f9cb7bba0dc5e977a8c096337df0830e3804ef6aeb8759cf979176dd910"	"816"	"W32CheckAndFreeDibSectionInfo"	"BOOL W32CheckAndFreeDibSectionInfo (HBITMAP hbm)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"39"	"GetCurrentDir"	"BOOL GetCurrentDir (PCDS pcds, UCHAR Drive)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"129"	"SetCurrentDir"	"BOOL SetCurrentDir (LPSTR lpBuf, UCHAR Drive)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"165"	"QueryCurrentDir"	"BOOL QueryCurrentDir (PCDS pcds, UCHAR Drive)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"209"	"strcpyCDS"	"VOID strcpyCDS (PCDS source, LPSTR dest)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"244"	"GetCDSFromDrv"	"PCDS GetCDSFromDrv (UCHAR Drive)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"306"	"DosWowSetDefaultDrive"	"ULONG DosWowSetDefaultDrive(UCHAR Drive)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"353"	"DosWowGetCurrentDirectory"	"ULONG DosWowGetCurrentDirectory(UCHAR Drive, LPSTR pszDir)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"410"	"DosWowSetCurrentDirectory"	"ULONG DosWowSetCurrentDirectory(LPSTR pszDir)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"513"	"UpdateDosCurrentDirectory"	"BOOL UpdateDosCurrentDirectory(UDCDFUNC fDir)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"601"	"WK32SetDefaultDrive"	"ULONG FASTCALL WK32SetDefaultDrive(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"632"	"WK32SetCurrentDirectory"	"ULONG FASTCALL WK32SetCurrentDirectory(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"668"	"WK32GetCurrentDirectory"	"ULONG FASTCALL WK32GetCurrentDirectory(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"723"	"WK32GetCurrentDate"	"ULONG FASTCALL WK32GetCurrentDate(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"755"	"WK32GetCurrentTime"	"ULONG FASTCALL WK32GetCurrentTime(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdos.c"	"e87b5cb3825ed937266c3badd287efd03cec3af0c26acb32ccc86d71fa47f314"	"782"	"WK32DeviceIOCTL"	"ULONG FASTCALL WK32DeviceIOCTL(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"84"	"WG32Arc"	"ULONG FASTCALL WG32Arc(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"106"	"WG32BitBlt"	"ULONG FASTCALL WG32BitBlt(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"131"	"WG32GetRelAbs"	"ULONG FASTCALL WG32GetRelAbs(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"144"	"WG32SetRelAbs"	"ULONG FASTCALL WG32SetRelAbs(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"158"	"WG32Chord"	"ULONG FASTCALL WG32Chord(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"180"	"WG32CombineRgn"	"ULONG FASTCALL WG32CombineRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"197"	"WG32CreateBitmap"	"ULONG FASTCALL WG32CreateBitmap(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"220"	"WG32CreateBitmapIndirect"	"ULONG FASTCALL WG32CreateBitmapIndirect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"253"	"WG32CreateBrushIndirect"	"ULONG FASTCALL WG32CreateBrushIndirect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"314"	"WG32CreateCompatibleBitmap"	"ULONG FASTCALL WG32CreateCompatibleBitmap(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"332"	"WG32CreateCompatibleDC"	"ULONG FASTCALL WG32CreateCompatibleDC(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"372"	"WG32CreateDC"	"ULONG FASTCALL WG32CreateDC(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"448"	"WG32CreateDIBPatternBrush"	"ULONG FASTCALL WG32CreateDIBPatternBrush(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"469"	"WG32CreateDIBitmap"	"ULONG FASTCALL WG32CreateDIBitmap(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"550"	"WG32CreateDiscardableBitmap"	"ULONG FASTCALL WG32CreateDiscardableBitmap(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"568"	"WG32CreateEllipticRgn"	"ULONG FASTCALL WG32CreateEllipticRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"587"	"WG32CreateEllipticRgnIndirect"	"ULONG FASTCALL WG32CreateEllipticRgnIndirect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"605"	"WG32CreateHatchBrush"	"ULONG FASTCALL WG32CreateHatchBrush(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"622"	"WG32CreateIC"	"ULONG FASTCALL WG32CreateIC(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"741"	"WG32CreatePatternBrush"	"ULONG FASTCALL WG32CreatePatternBrush(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"762"	"WG32CreatePen"	"ULONG FASTCALL WG32CreatePen(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"780"	"WG32CreatePenIndirect"	"ULONG FASTCALL WG32CreatePenIndirect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"798"	"WG32CreatePolyPolygonRgn"	"ULONG FASTCALL WG32CreatePolyPolygonRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"840"	"WG32CreatePolygonRgn"	"ULONG FASTCALL WG32CreatePolygonRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"861"	"WG32CreateRectRgn"	"ULONG FASTCALL WG32CreateRectRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"880"	"WG32CreateRectRgnIndirect"	"ULONG FASTCALL WG32CreateRectRgnIndirect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"898"	"WG32CreateRoundRectRgn"	"ULONG FASTCALL WG32CreateRoundRectRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"919"	"WG32CreateSolidBrush"	"ULONG FASTCALL WG32CreateSolidBrush(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"940"	"WG32DPtoLP"	"ULONG FASTCALL WG32DPtoLP(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"960"	"WG32DeleteDC"	"ULONG FASTCALL WG32DeleteDC(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"981"	"WG32DeleteObject"	"ULONG FASTCALL WG32DeleteObject(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1004"	"WG32Ellipse"	"ULONG FASTCALL WG32Ellipse(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1023"	"W32EnumObjFunc"	"INT W32EnumObjFunc(LPSTR lpLogObject, PENUMOBJDATA pEnumObjData)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1052"	"WG32EnumObjects"	"ULONG FASTCALL WG32EnumObjects(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1099"	"WG32EqualRgn"	"ULONG FASTCALL WG32EqualRgn(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1134"	"iGetKerningPairsEsc32"	"iGetKerningPairsEsc32( HDC hdc, ESCKERNPAIR *pekp )"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1204"	"WG32Escape"	"ULONG FASTCALL WG32Escape(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1951"	"WG32ExcludeClipRect"	"ULONG FASTCALL WG32ExcludeClipRect(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
"O:\repos.external\OpenNT\base\mvdm"	"wow32/wgdi.c"	"4c28e5166b294ac2a17982b3ff6e6559f369b8a8a2dd766aa18e16c8f74379d6"	"1969"	"WG32ExtFloodFill"	"ULONG FASTCALL WG32ExtFloodFill(PVDMFRAME pFrame)"	"mvdm-host"	"project-mirror-to-original-identity-resolved"
