one_ledger1_identity	caller_physical_identity	caller_source_path	caller_symbol	call_source_line	callee_spelling	call_form	source_definition_result	signature_disposition	seed_class	final_adoption_disposition	owner	next_action
"MVDM-HOST-ONE1-002207"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|398|short_dummy_func"	"softpc.new/host/src/nt_reset.c"	"short_dummy_func"	"139"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002208"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|398|short_dummy_func"	"softpc.new/host/src/nt_reset.c"	"short_dummy_func"	"142"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002209"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|398|short_dummy_func"	"softpc.new/host/src/nt_reset.c"	"short_dummy_func"	"144"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002210"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"99"	"InitDetect"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"mvdm-softpc-second-executor"	"bochs-machine-boundary"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain source contract; never import a second executor"
"MVDM-HOST-ONE1-002211"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"108"	"ConsoleInit"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"mvdm-softpc-second-executor"	"bochs-machine-boundary"	"adapter-bochs + adapter-mvdm-host-out/softpc"	"retain source contract; never import a second executor"
"MVDM-HOST-ONE1-002212"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"122"	"AddTempIVTFixups"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002213"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"130"	"ResumeThread"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002214"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"139"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002215"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"142"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002216"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_reset.c|9aa8120237ffa104c87318ef39747a0e66c28bf56bfe9af03511bddf13f11b47|399|void_dummy_func"	"softpc.new/host/src/nt_reset.c"	"void_dummy_func"	"144"	"IDLE_ctl"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002217"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"67"	"host_find_file"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-002218"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"72"	"strcmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002219"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"76"	"_open"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002220"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"76"	"host_find_file"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"signature-or-condition-form-unresolved"	""	"owner-local-signature-or-condition-binding"	"caller owner package"	"not an import candidate; resolve only when the original caller package is admitted"
"MVDM-HOST-ONE1-002221"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"80"	"_lseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002222"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"86"	"_lseek"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002223"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"88"	"_read"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002224"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_rez.c|12a6486b8cf81e2469b1acd7f9e9d03cada6b4690fad03ea171941802f0945fc|56|host_read_resource"	"softpc.new/host/src/nt_rez.c"	"host_read_resource"	"89"	"_close"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002225"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sas.c|077663754025071c48ec5f0bfebbcf07e1a6bcc240153b40545ef6f3c59c8344|135|host_as_init"	"softpc.new/host/src/nt_sas.c"	"host_as_init"	"137"	"assert0"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002226"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sec.c|2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd|61|LoseRegenMemory"	"softpc.new/host/src/nt_sec.c"	"LoseRegenMemory"	"67"	"NtFreeVirtualMemory"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002227"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sec.c|2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd|61|LoseRegenMemory"	"softpc.new/host/src/nt_sec.c"	"LoseRegenMemory"	"68"	"GetCurrentProcess"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002228"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sec.c|2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd|93|RegainRegenMemory"	"softpc.new/host/src/nt_sec.c"	"RegainRegenMemory"	"100"	"NtCurrentProcess"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002229"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sec.c|2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd|93|RegainRegenMemory"	"softpc.new/host/src/nt_sec.c"	"RegainRegenMemory"	"103"	"NtAllocateVirtualMemory"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002230"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_sec.c|2ba1facf8d0c0a00c71f78dfb1fc8e2d001b699e2659465044a94738b637c9bd|138|GetROMsMapped"	"softpc.new/host/src/nt_sec.c"	"GetROMsMapped"	"153"	"NtVdmControl"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002231"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|34|nt_settings_menu"	"softpc.new/host/src/nt_smenu.c"	"nt_settings_menu"	"36"	"GetModuleHandle"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002232"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|34|nt_settings_menu"	"softpc.new/host/src/nt_smenu.c"	"nt_settings_menu"	"37"	"DialogBox"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002233"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|34|nt_settings_menu"	"softpc.new/host/src/nt_smenu.c"	"nt_settings_menu"	"38"	"DbgPrint"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002234"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|41|DosDlgProc"	"softpc.new/host/src/nt_smenu.c"	"DosDlgProc"	"55"	"EndDialog"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002235"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|41|DosDlgProc"	"softpc.new/host/src/nt_smenu.c"	"DosDlgProc"	"56"	"MessageBox"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002236"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|41|DosDlgProc"	"softpc.new/host/src/nt_smenu.c"	"DosDlgProc"	"65"	"DbgPrint"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002237"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_smenu.c|1f46c184b1b6eba70da8f35826dbdfd4f67f4baa172b6c0081ea7f2ca3e0d960|41|DosDlgProc"	"softpc.new/host/src/nt_smenu.c"	"DosDlgProc"	"80"	"EndDialog"	"direct-named-call"	"no-original-C-or-C++-definition-candidate"	""	""	"owner-local-source-absent-macro-or-import-boundary"	"caller owner package"	"not an import candidate; classify exact macro/assembly/public/native form when the caller owner package is admitted"
"MVDM-HOST-ONE1-002238"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|33|host_term_cleanup"	"softpc.new/host/src/nt_term.c"	"host_term_cleanup"	"80"	"terminate"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002239"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|52|host_terminate"	"softpc.new/host/src/nt_term.c"	"host_terminate"	"58"	"CloseHandle"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002240"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|52|host_terminate"	"softpc.new/host/src/nt_term.c"	"host_terminate"	"62"	"ExitVDM"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"baseclient-candidate"	"source-shaped-basevdm-boundary"	"adapter-mvdm-host-out/basesrv"	"use original BaseClient/BaseSrv as source contract; stop at CSR/CSRSS"
"MVDM-HOST-ONE1-002241"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|52|host_terminate"	"softpc.new/host/src/nt_term.c"	"host_terminate"	"64"	"ExitVDM"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	"physical-call-declaration-definition-arity-confirmed"	"baseclient-candidate"	"source-shaped-basevdm-boundary"	"adapter-mvdm-host-out/basesrv"	"use original BaseClient/BaseSrv as source contract; stop at CSR/CSRSS"
"MVDM-HOST-ONE1-002242"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|52|host_terminate"	"softpc.new/host/src/nt_term.c"	"host_terminate"	"66"	"ExitProcess"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002243"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_term.c|ad5c8c0d28944ea163df5738ed03ca7e19415cca02884083ed69fa98667149be|71|TerminateVDM"	"softpc.new/host/src/nt_term.c"	"TerminateVDM"	"80"	"terminate"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-002244"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_thred.c|776330ea072cfd005ea05968dc676634385d1c9f349bd71ba1667ecd3be68438|39|host_CreateThread"	"softpc.new/host/src/nt_thred.c"	"host_CreateThread"	"75"	"malloc"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
