signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000115"	"MVDM-HOST-ONE1-BINDING-002275"	"MVDM-HOST-ONE1-RESOLUTION-001479"	"MVDM-HOST-ONE1-001625"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000116"	"MVDM-HOST-ONE1-BINDING-002376"	"MVDM-HOST-ONE1-RESOLUTION-001585"	"MVDM-HOST-ONE1-001733"	"VdmUnhandledExceptionFilter"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|964|VdmUnhandledExceptionFilter"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000117"	"MVDM-HOST-ONE1-BINDING-002386"	"MVDM-HOST-ONE1-RESOLUTION-001592"	"MVDM-HOST-ONE1-001740"	"nt_mark_screen_refresh"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_graph.c|e08e6414c0261656b67a97f839256ee4ba6565f84ce6799197f92b98436131d9|812|nt_mark_screen_refresh"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000118"	"MVDM-HOST-ONE1-BINDING-002418"	"MVDM-HOST-ONE1-RESOLUTION-001626"	"MVDM-HOST-ONE1-001774"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"ifdef:YODA"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000119"	"MVDM-HOST-ONE1-BINDING-002420"	"MVDM-HOST-ONE1-RESOLUTION-001630"	"MVDM-HOST-ONE1-001778"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000120"	"MVDM-HOST-ONE1-BINDING-002425"	"MVDM-HOST-ONE1-RESOLUTION-001632"	"MVDM-HOST-ONE1-001780"	"ReleaseMutex"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|982|ReleaseMutex"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000121"	"MVDM-HOST-ONE1-BINDING-002426"	"MVDM-HOST-ONE1-RESOLUTION-001633"	"MVDM-HOST-ONE1-001782"	"nt_init_event_thread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|170|nt_init_event_thread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000122"	"MVDM-HOST-ONE1-BINDING-002427"	"MVDM-HOST-ONE1-RESOLUTION-001634"	"MVDM-HOST-ONE1-001783"	"InitSound"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_sound.c|19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6|93|InitSound"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000123"	"MVDM-HOST-ONE1-BINDING-002430"	"MVDM-HOST-ONE1-RESOLUTION-001636"	"MVDM-HOST-ONE1-001785"	"WaitForSingleObject"	"O:\repos.external\OpenNT|base/win32/client/synch.c|652eae0263c52f1faed00afb28cdb0cbb5671a215ba93dd0ae379015bdb259e4|1033|WaitForSingleObject"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000124"	"MVDM-HOST-ONE1-BINDING-002438"	"MVDM-HOST-ONE1-RESOLUTION-001639"	"MVDM-HOST-ONE1-001789"	"stream_io_update"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/gfx_updt.c|02677d929c9d6e1f7c3157b2925f7099ecf3261bd8d26370d6f1fd738129e987|4826|stream_io_update"	"0"	"0;0"	"0"	"unconditional"	"ifdef:NTVDM"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000125"	"MVDM-HOST-ONE1-BINDING-002439"	"MVDM-HOST-ONE1-RESOLUTION-001640"	"MVDM-HOST-ONE1-001790"	"ResetConsoleState"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|834|ResetConsoleState"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000126"	"MVDM-HOST-ONE1-BINDING-002448"	"MVDM-HOST-ONE1-RESOLUTION-001647"	"MVDM-HOST-ONE1-001798"	"SuspendTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|916|SuspendTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000127"	"MVDM-HOST-ONE1-BINDING-002453"	"MVDM-HOST-ONE1-RESOLUTION-001650"	"MVDM-HOST-ONE1-001802"	"enable_stream_io"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/video.c|664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31|2832|enable_stream_io"	"0"	"0;0"	"0"	"unconditional"	"ifdef:NTVDM"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000128"	"MVDM-HOST-ONE1-BINDING-002454"	"MVDM-HOST-ONE1-RESOLUTION-001651"	"MVDM-HOST-ONE1-001803"	"nt_init_event_thread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|170|nt_init_event_thread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000129"	"MVDM-HOST-ONE1-BINDING-002457"	"MVDM-HOST-ONE1-RESOLUTION-001653"	"MVDM-HOST-ONE1-001805"	"DoFullScreenResume"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|1483|DoFullScreenResume"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000130"	"MVDM-HOST-ONE1-BINDING-002458"	"MVDM-HOST-ONE1-RESOLUTION-001654"	"MVDM-HOST-ONE1-001806"	"ResumeTimerThread"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|938|ResumeTimerThread"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000131"	"MVDM-HOST-ONE1-BINDING-002459"	"MVDM-HOST-ONE1-RESOLUTION-001655"	"MVDM-HOST-ONE1-001807"	"KbdResume"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/keymouse/keyba.c|d3326210be154866924ca99f1e44e0a76e9a912e15975305804f6b59c4cf7953|2786|KbdResume"	"0"	"0;0"	"0"	"unconditional"	"ifdef:NTVDM"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000132"	"MVDM-HOST-ONE1-BINDING-002470"	"MVDM-HOST-ONE1-RESOLUTION-001670"	"MVDM-HOST-ONE1-001822"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000133"	"MVDM-HOST-ONE1-BINDING-002602"	"MVDM-HOST-ONE1-RESOLUTION-001843"	"MVDM-HOST-ONE1-001999"	"GetNextVDMCommand"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|340|GetNextVDMCommand"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000134"	"MVDM-HOST-ONE1-BINDING-002739"	"MVDM-HOST-ONE1-RESOLUTION-001917"	"MVDM-HOST-ONE1-002078"	"SelectMouseBuffer"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|2212|SelectMouseBuffer"	"2"	"2;2"	"2"	"ifdef:X86GFX"	"ifdef:X86GFX"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000135"	"MVDM-HOST-ONE1-BINDING-002807"	"MVDM-HOST-ONE1-RESOLUTION-001972"	"MVDM-HOST-ONE1-002133"	"ExpandEnvironmentStringsOem"	"O:\repos.external\OpenNT|base/mvdm/oemuni/process.c|38c9125f9f3c43f32f696616e565e63b8f056da7ec264d980a5e5278cc640468|750|ExpandEnvironmentStringsOem"	"3"	"3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000136"	"MVDM-HOST-ONE1-BINDING-002882"	"MVDM-HOST-ONE1-RESOLUTION-002012"	"MVDM-HOST-ONE1-002173"	"InitDetect"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_det.c|c58d15d58672440bf94e015f61a10b43311e601ae150dae5b1559f2399f9dadc|272|InitDetect"	"0"	"0;0"	"0"	"ifdef:X86GFX"	"ifdef:X86GFX"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000137"	"MVDM-HOST-ONE1-BINDING-002883"	"MVDM-HOST-ONE1-RESOLUTION-002013"	"MVDM-HOST-ONE1-002174"	"ConsoleInit"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|669|ConsoleInit"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000138"	"MVDM-HOST-ONE1-BINDING-002905"	"MVDM-HOST-ONE1-RESOLUTION-002027"	"MVDM-HOST-ONE1-002188"	"enable_stream_io"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/base/video/video.c|664f399f40c4fafcd850e2cbc166fa632be5ddf7cc1f0d6bbcfaa017bec4ed31|2832|enable_stream_io"	"0"	"0;0"	"0"	"unconditional"	"ifdef:NTVDM"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000139"	"MVDM-HOST-ONE1-BINDING-002910"	"MVDM-HOST-ONE1-RESOLUTION-002032"	"MVDM-HOST-ONE1-002193"	"InitSound"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_sound.c|19e602c67a87241daf66e8613f4897d632acc7c6765f74c2b1eb09cf080e53f6|93|InitSound"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000140"	"MVDM-HOST-ONE1-BINDING-002911"	"MVDM-HOST-ONE1-RESOLUTION-002033"	"MVDM-HOST-ONE1-002194"	"TerminateHeartBeat"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_timer.c|10ea0d5a6de6466e7e9af8efd89c3a77a78077cd38e05332a416a404b655ab33|307|TerminateHeartBeat"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000141"	"MVDM-HOST-ONE1-BINDING-002912"	"MVDM-HOST-ONE1-RESOLUTION-002034"	"MVDM-HOST-ONE1-002195"	"GfxCloseDown"	"O:\repos.external\OpenNT|base/mvdm/softpc.new/host/src/nt_fulsc.c|e7dc683be45a04b63d783ae91263f55d50bf41aac480d7bac1a302f19205934c|1654|GfxCloseDown"	"0"	"0;0"	"0"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000142"	"MVDM-HOST-ONE1-BINDING-002921"	"MVDM-HOST-ONE1-RESOLUTION-002037"	"MVDM-HOST-ONE1-002198"	"ExitVDM"	"O:\repos.external\OpenNT|base/win32/client/vdm.c|3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173|731|ExitVDM"	"2"	"2;2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
