"effective_id"	"disposition_id"	"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"symbol"	"declaration_path"	"declaration_package"	"caller_final_disposition"	"effective_state"	"family"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"source_form_evidence"	"limitation"	"evidence"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00841"	"MVDM-BOUNDARY-00841"	"MVDM-CALL-022486"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4297"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4297; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00842"	"MVDM-BOUNDARY-00842"	"MVDM-CALL-022500"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4392"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4392; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00843"	"MVDM-BOUNDARY-00843"	"MVDM-CALL-022501"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4393"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4393; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00844"	"MVDM-BOUNDARY-00844"	"MVDM-CALL-022516"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4514"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4514; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00845"	"MVDM-BOUNDARY-00845"	"MVDM-CALL-022517"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4515"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4515; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00846"	"MVDM-BOUNDARY-00846"	"MVDM-CALL-022530"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4727"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4727; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00847"	"MVDM-BOUNDARY-00847"	"MVDM-CALL-022531"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4728"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4728; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00848"	"MVDM-BOUNDARY-00848"	"MVDM-CALL-022545"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4823"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4823; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00849"	"MVDM-BOUNDARY-00849"	"MVDM-CALL-022546"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"4824"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:4824; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00850"	"MVDM-BOUNDARY-00850"	"MVDM-CALL-022567"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"5041"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:5041; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00851"	"MVDM-BOUNDARY-00851"	"MVDM-CALL-022568"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"5042"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:5042; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00852"	"MVDM-BOUNDARY-00852"	"MVDM-CALL-022582"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"5137"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:5137; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00853"	"MVDM-BOUNDARY-00853"	"MVDM-CALL-022583"	"MVDM-FILE-0699"	"softpc.new/base/cvidc/sevid007.c"	"softpc.new"	"5138"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid007.c:5138; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00854"	"MVDM-BOUNDARY-00854"	"MVDM-CALL-022876"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"865"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:865; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00855"	"MVDM-BOUNDARY-00855"	"MVDM-CALL-022877"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"866"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:866; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00856"	"MVDM-BOUNDARY-00856"	"MVDM-CALL-022890"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1042"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1042; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00857"	"MVDM-BOUNDARY-00857"	"MVDM-CALL-022891"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1043"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1043; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00858"	"MVDM-BOUNDARY-00858"	"MVDM-CALL-022905"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1138"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1138; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00859"	"MVDM-BOUNDARY-00859"	"MVDM-CALL-022906"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1139"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1139; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00860"	"MVDM-BOUNDARY-00860"	"MVDM-CALL-022927"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1324"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1324; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00861"	"MVDM-BOUNDARY-00861"	"MVDM-CALL-022928"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1325"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1325; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00862"	"MVDM-BOUNDARY-00862"	"MVDM-CALL-022942"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1420"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1420; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00863"	"MVDM-BOUNDARY-00863"	"MVDM-CALL-022943"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1421"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1421; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00864"	"MVDM-BOUNDARY-00864"	"MVDM-CALL-022958"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1542"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1542; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-00865"	"MVDM-BOUNDARY-00865"	"MVDM-CALL-022959"	"MVDM-FILE-0700"	"softpc.new/base/cvidc/sevid008.c"	"softpc.new"	"1543"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid008.c:1543; softpc.new/base/inc/standard.h:83"
