ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	softpc_file_disposition	ledger1_disposition	replacement_owner	final_disposition_evidence
"MVDM-HOST-ZERO-002011"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1438"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1438"	"sas_move_words_forward"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002012"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1443"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1443"	"sas_move_doubles_forward"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002013"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1448"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1448"	"sas_move_bytes_backward"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002014"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1453"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1453"	"sas_move_words_backward"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002015"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1458"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1458"	"sas_move_doubles_backward"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002016"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1463"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1463"	"sas_fills"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002017"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1468"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1468"	"sas_fillsw"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002018"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1473"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1473"	"sas_fillsdw"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002019"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1478"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1478"	"sas_scratch_address"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002020"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1485"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1485"	"sas_transbuf_address"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002021"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1492"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1492"	"sas_loads_to_transbuf"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002022"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1497"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1497"	"sas_stores_from_transbuf"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002023"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1502"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1502"	"sas_PR8"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002024"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1509"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1509"	"sas_PR16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002025"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1516"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1516"	"sas_PR32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002026"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1523"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1523"	"sas_PW8"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002027"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1528"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1528"	"sas_PW16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002028"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1533"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1533"	"sas_PW32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002029"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1538"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1538"	"sas_PW8_no_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002030"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1543"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1543"	"sas_PW16_no_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002031"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1548"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1548"	"sas_PW32_no_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002032"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1553"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1553"	"getPtrToPhysAddrByte"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002033"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1560"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1560"	"get_byte_addr"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002034"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1567"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1567"	"getPtrToLinAddrByte"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002035"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1574"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1574"	"sas_init_pm_selectors"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002036"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1581"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1581"	"sas_overwrite_memory"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002037"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1586"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1586"	"sas_PWS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002038"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1591"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1591"	"sas_PWS_no_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002039"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1596"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1596"	"sas_PRS"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002040"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1601"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1601"	"sas_PRS_no_check"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-002041"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/accessfn.c|326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37|1606"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/accessfn.c"	"326046c10f56b4da4eb4d7fe8b7e2052a46955a229cd94f717ab3ff6b52a1a37"	"1606"	"sas_PigCmpPage"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
