resolution_id	one_ledger1_identity	caller_physical_identity	caller_source_path	caller_definition_line	caller_symbol	call_source_line	callee_spelling	original_definition_candidate_count	candidate_location_classes	source_definition_result	next_action	boundary
"MVDM-HOST-ONE1-RESOLUTION-001378"	"MVDM-HOST-ONE1-001522"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_com.c|56d39e89f2e077350ad07b77651224a0162314fced5abb498279b486f35afb32|2172|host_com_state"	"softpc.new/host/src/nt_com.c"	"2172"	"host_com_state"	"2204"	"com_reg_dump"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001379"	"MVDM-HOST-ONE1-001523"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|82|host_simulate"	"softpc.new/host/src/nt_cpu.c"	"82"	"host_simulate"	"84"	"NtCurrentTeb"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001380"	"MVDM-HOST-ONE1-001524"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|82|host_simulate"	"softpc.new/host/src/nt_cpu.c"	"82"	"host_simulate"	"99"	"NtCurrentTeb"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001381"	"MVDM-HOST-ONE1-001525"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|82|host_simulate"	"softpc.new/host/src/nt_cpu.c"	"82"	"host_simulate"	"104"	"NtCurrentTeb"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001382"	"MVDM-HOST-ONE1-001526"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|124|host_clear_hw_int"	"softpc.new/host/src/nt_cpu.c"	"124"	"host_clear_hw_int"	"129"	"cpu_clearHwInt"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001383"	"MVDM-HOST-ONE1-001527"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|124|host_clear_hw_int"	"softpc.new/host/src/nt_cpu.c"	"124"	"host_clear_hw_int"	"131"	"a3_cpu_clear_hw_int"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001384"	"MVDM-HOST-ONE1-001528"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|124|host_clear_hw_int"	"softpc.new/host/src/nt_cpu.c"	"124"	"host_clear_hw_int"	"133"	"a3_cpu_clear_hw_int"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001385"	"MVDM-HOST-ONE1-001529"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|178|EmulatorEndIretHook"	"softpc.new/host/src/nt_cpu.c"	"178"	"EmulatorEndIretHook"	"183"	"Sim32GetVDMPointer"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001386"	"MVDM-HOST-ONE1-001530"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|265|InitNtCpuInfo"	"softpc.new/host/src/nt_cpu.c"	"265"	"InitNtCpuInfo"	"280"	"GdpOffsetFromName"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001387"	"MVDM-HOST-ONE1-001531"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|265|InitNtCpuInfo"	"softpc.new/host/src/nt_cpu.c"	"265"	"InitNtCpuInfo"	"282"	"always_trace0"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001388"	"MVDM-HOST-ONE1-001532"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|265|InitNtCpuInfo"	"softpc.new/host/src/nt_cpu.c"	"265"	"InitNtCpuInfo"	"298"	"GdpOffsetFromName"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001389"	"MVDM-HOST-ONE1-001533"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_cpu.c|3f77f06e497854b00f58acde8bfe7b5e67af7c5e67174deb579cd76e13f5830f|265|InitNtCpuInfo"	"softpc.new/host/src/nt_cpu.c"	"265"	"InitNtCpuInfo"	"300"	"always_trace0"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001390"	"MVDM-HOST-ONE1-001534"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|148|host_initialise_EM"	"softpc.new/host/src/nt_emm.c"	"148"	"host_initialise_EM"	"172"	"host_malloc"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001391"	"MVDM-HOST-ONE1-001535"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|148|host_initialise_EM"	"softpc.new/host/src/nt_emm.c"	"148"	"host_initialise_EM"	"183"	"get_byte_addr"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001392"	"MVDM-HOST-ONE1-001536"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|209|host_deinitialise_EM"	"softpc.new/host/src/nt_emm.c"	"209"	"host_deinitialise_EM"	"217"	"free"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001393"	"MVDM-HOST-ONE1-001537"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|249|host_allocate_storage"	"softpc.new/host/src/nt_emm.c"	"249"	"host_allocate_storage"	"254"	"calloc"	"1"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001394"	"MVDM-HOST-ONE1-001538"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|275|host_free_storage"	"softpc.new/host/src/nt_emm.c"	"275"	"host_free_storage"	"282"	"free"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001395"	"MVDM-HOST-ONE1-001539"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|307|host_reallocate_storage"	"softpc.new/host/src/nt_emm.c"	"307"	"host_reallocate_storage"	"315"	"realloc"	"2"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001396"	"MVDM-HOST-ONE1-001540"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|336|host_map_page"	"softpc.new/host/src/nt_emm.c"	"336"	"host_map_page"	"353"	"note_trace2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001397"	"MVDM-HOST-ONE1-001541"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|336|host_map_page"	"softpc.new/host/src/nt_emm.c"	"336"	"host_map_page"	"354"	"VdmMapDosMemory"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001398"	"MVDM-HOST-ONE1-001542"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|387|host_unmap_page"	"softpc.new/host/src/nt_emm.c"	"387"	"host_unmap_page"	"408"	"VdmUnmapDosMemory"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001399"	"MVDM-HOST-ONE1-001543"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|387|host_unmap_page"	"softpc.new/host/src/nt_emm.c"	"387"	"host_unmap_page"	"412"	"note_trace2"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001400"	"MVDM-HOST-ONE1-001544"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|684|host_exchg_con_to_con"	"softpc.new/host/src/nt_emm.c"	"684"	"host_exchg_con_to_con"	"700"	"host_malloc"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001401"	"MVDM-HOST-ONE1-001545"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|684|host_exchg_con_to_con"	"softpc.new/host/src/nt_emm.c"	"684"	"host_exchg_con_to_con"	"712"	"free"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001402"	"MVDM-HOST-ONE1-001546"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|717|host_exchg_con_to_EM"	"softpc.new/host/src/nt_emm.c"	"717"	"host_exchg_con_to_EM"	"733"	"host_malloc"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001403"	"MVDM-HOST-ONE1-001547"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|717|host_exchg_con_to_EM"	"softpc.new/host/src/nt_emm.c"	"717"	"host_exchg_con_to_EM"	"745"	"free"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001404"	"MVDM-HOST-ONE1-001548"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|750|host_exchg_EM_to_EM"	"softpc.new/host/src/nt_emm.c"	"750"	"host_exchg_EM_to_EM"	"766"	"host_malloc"	"0"	""	"no-original-C-or-C++-definition-candidate"	"classify as public-platform, macro/indirect form, assembly/import-only, or genuinely missing interface in the next ABI pass"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001405"	"MVDM-HOST-ONE1-001549"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|750|host_exchg_EM_to_EM"	"softpc.new/host/src/nt_emm.c"	"750"	"host_exchg_EM_to_EM"	"778"	"free"	"4"	"non-MVDM-OpenNT-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
"MVDM-HOST-ONE1-RESOLUTION-001406"	"MVDM-HOST-ONE1-001550"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_emm.c|d51310af362e60023feb59c89afb21ff6fae8e1bb74ae8614231f4ec3a001729|800|host_get_access_key"	"softpc.new/host/src/nt_emm.c"	"800"	"host_get_access_key"	"807"	"host_GetSysTime"	"1"	"selected-MVDM-or-extracted-SoftPC-source"	"physical-original-definition-candidate(s)-recorded"	"declaration/linkage and package-boundary audit; do not inspect candidate body in P18"	"P18 records only physical original definition candidates; no spelling merge selects an implementation and no candidate body was traversed"
