"work_item_id"	"review_order"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"caller_final_disposition"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"source_form_state"	"abi_owner_state"	"failure_contract_state"	"evidence"
"MVDM-T277-S2-MVDM-BOUNDARY-03679"	"70"	"MVDM-FILE-1557"	"wow32/wkman.c"	"wow32"	"1184"	"overlay-required"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03679"
"MVDM-T277-S2-MVDM-BOUNDARY-03680"	"70"	"MVDM-FILE-1557"	"wow32/wkman.c"	"wow32"	"1413"	"overlay-required"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03680"
"MVDM-T277-S2-MVDM-BOUNDARY-03681"	"70"	"MVDM-FILE-1557"	"wow32/wkman.c"	"wow32"	"1663"	"overlay-required"	"DBGNotifyRemoteThreadAddress"	"inc/dbgexp.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03681"
"MVDM-T277-S2-MVDM-BOUNDARY-03677"	"70"	"MVDM-FILE-1557"	"wow32/wkman.c"	"wow32"	"879"	"overlay-required"	"host_simulate"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03677"
"MVDM-T277-S2-MVDM-BOUNDARY-03682"	"70"	"MVDM-FILE-1571"	"wow32/wmmstru1.c"	"wow32"	"1535"	"adapter-backed"	"wow32MciDebugOutput"	"wow32/wmmedia.h"	"wow32"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03682"
"MVDM-T277-S2-MVDM-BOUNDARY-03683"	"70"	"MVDM-FILE-1571"	"wow32/wmmstru1.c"	"wow32"	"1555"	"adapter-backed"	"wow32MciSetDebugLevel"	"wow32/wmmedia.h"	"wow32"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03683"
"MVDM-T277-S2-MVDM-BOUNDARY-03685"	"70"	"MVDM-FILE-1593"	"wow32/wow32.c"	"wow32"	"1704"	"overlay-required"	"DBGNotifyDebugged"	"inc/dbgexp.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03685"
"MVDM-T277-S2-MVDM-BOUNDARY-03684"	"70"	"MVDM-FILE-1593"	"wow32/wow32.c"	"wow32"	"953"	"overlay-required"	"W32Dispatch"	"inc/wowexp.h"	"inc"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03684"
"MVDM-T277-S2-MVDM-BOUNDARY-03686"	"70"	"MVDM-FILE-1644"	"wow32/wucomm.c"	"wow32"	"2224"	"overlay-required"	"GetCommShadowMSR"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03686"
"MVDM-T277-S2-MVDM-BOUNDARY-03687"	"70"	"MVDM-FILE-1644"	"wow32/wucomm.c"	"wow32"	"2247"	"overlay-required"	"GetCommHandle"	"softpc.new/host/inc/nt_com.h"	"softpc.new"	"selected-definition-name-observed"	"pending-original-caller-and-provider-form-review"	"unassigned-pending-source-form-review"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-03687"
